ID,Immagine,Titolo,Descrizione,Anno di collocazione,Autrice/autore,Crediti fotografici,Crediti fotografici link,Tipologia personaggio,Latitude,Longitude,
179,https://github.com/dersuchendee/Mappa_immagini/blob/main/179.jpg?raw=true,"“Sirena di Sicilia”
Monumento a Rossana Maiorca","Atleta, campionessa del mondo di immersione in apnea in assetto (1960-2005), ricordata da questa sirena collocata sott’acqua, che allude anche al suo pionieristico utilizzo della monopinna nelle immersioni.",2009,Pietro Marchese,"di Gianfranco Mazza, CC BY-SA 4.0",https://commons.wikimedia.org/wiki/File:Sirena_di_Sicilia_omaggio_a_Rossana_Maiorca.jpg,Personaggio realmente esistito,"37,0027484","15,3336046",
180,https://github.com/dersuchendee/Mappa_immagini/blob/main/180.JPG?raw=true,Fontana della Ciociara,"Collocata nel Parco del Pincio, oggi all’interno della recinzione di Casina Valadier. L’unico elemento della statua che potrebbe denotarla come ciociara è la crocchia che però è laterale e non sulla nuca, come da costume tradizionale.",1912,Amleto Cataldi,"di Lalupa - Opera propria, CC BY-SA 3.0",https://commons.wikimedia.org/w/index.php?curid=29776601,Figura anonima collettiva,"41,9113731","12,4796305",
181,https://github.com/dersuchendee/Mappa_immagini/blob/main/181.jpg?raw=true,Monumento alle famiglie operaie,Collocato nel villaggio per gli operai della vecchia industria per tessuti stampati “De Angeli-Frua” costruito a inizio Novecento.,/,/,"Allappante, CC BY-SA 4.0",https://commons.wikimedia.org/wiki/File:Il_Monumento_alla_Famiglia_del_Villaggio_Operaio_De_Angeli_Frua_di_Omegna_Aprile_2021.jpg,Gruppo di figure anonime collettive,"45,9124631","8,6187583",
182,https://github.com/dersuchendee/Mappa_immagini/blob/main/182.jpg?raw=true,Monumento alla famiglia,"Secondo il sito del Comune “rappresenta la robustezza della famiglia”, ""una coppia nell'atto di proteggere e guidare i figli che intraprendono la strada della vita"".",2009,Cosimo Allera,,https://www.comune.gioiatauro.rc.it/index.php?action=index&p=408,Gruppo di figure anonime collettive,"38,4284485","15,8999705",
183,https://github.com/dersuchendee/Mappa_immagini/blob/main/183.jpg?raw=true,Monumento ai genitori di san Francesco d’Assisi,"Omaggia Pietro di Bernardone e Madonna Pica, raffigurati in abiti dell'epoca nei pressi della loro casa. L'iscrizione precisa che il monumento è stato ideato e voluto da padre Felice Rossetti francescano minore conventuale.",1984,Roberto Joppolo,,https://it.worldorgs.com/Catalogare/assisi/punto-di-riferimento-storico/statue-genitori-san-francesco,Personaggio realmente esistito,"43,0706926","12,615333",
184,https://github.com/dersuchendee/Mappa_immagini/blob/main/184.jpg?raw=true,Monumento alla famiglia,"Collocata nel parco nell’ambito del trentennale del gemellaggio con città giapponese di Ito. Opera di uno scultore giapponese e dono di Ito, era in precedenza collocata in municipio.",2015,Kenji Shigeoka,,https://www.rietinvetrina.it/rieti-ito-a-piazza-marconi-le-opere-che-celebrano-il-gemellaggio/,Gruppo di figure anonime collettive,"42,4044072","12,8555312",
185,https://github.com/dersuchendee/Mappa_immagini/blob/main/185.jpg?raw=true,Monumento a Maria Plozner,"Portatrice carnica durante la Prima Guerra Mondiale, venne uccisa da un cecchino austriaco (1884-1916). Il monumento è stato realizzato su iniziativa della comunità friulana dell’Agro Pontino (Plozner era di Timau, UD).",/,/,,https://www.radiondablu.it/sabaudia/i-monumenti/maria-plozner-mentil,Personaggio realmente esistito,"41,3024039","13,0279442",
186,https://github.com/dersuchendee/Mappa_immagini/blob/main/186.jpg?raw=true,Monumento a Santa Teresa di Calcutta,"Suora missionaria (1910-1997), ricordata a Genazzano per la sua devozione alla Madre del Buon Consiglio, secondo la tradizione apparsa miracolosamente nel 1467, ma originaria di Scutari in Albania. 
https://www.agostiniani.it/monumento-s-teresa-calcutta-genazzano/",2016,Giovanni Gisondi,,,Personaggio realmente esistito,"41,8907794","12,5527182",
187,https://github.com/dersuchendee/Mappa_immagini/blob/main/187.jpg?raw=true,Monumento alla Madre dei Caduti di tutte le guerre,"Collocato al centro della piazza, probabilmente influenzato dal precedente monumento di Bistolfi ai Caduti della prima guerra mondiale, fuso nel 1942 per ricavarne metallo per armamenti. Sul basamento sono iscritti i nomi dei caduti in guerra.",1996,Carlo Pedenovi,,https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/0100372995,Figura anonima collettiva,"44,9822754","8,8816966",
188,https://github.com/dersuchendee/Mappa_immagini/blob/main/188.jpg?raw=true,L’eterno abbraccio,Rappresenta una coppia e intende connotare Terni come città degli innamorati nell’ottica di un rilancio turistico. Nel 2021 l’amministrazione ha annunciato il progetto per il “Giardino dell'Amore di San Valentino”.,2019,Mark Kostabi,,https://tuttoggi.info/ci-vediamo-sotto-la-statua-terni-ha-il-suo-abbraccio-eterno/519405/,Gruppo di figure anonime collettive,"42,5639004","12,6471952",
189,https://github.com/dersuchendee/Mappa_immagini/blob/main/189.jpeg?raw=true,Innamorati,"Rappresenta una coppia di ragazzini ed è collocata sul celebre muretto di Alassio, rivestito da piastrelle di ceramica con autografi di personaggi famosi.",1978,Eros Pellini,"di Davide Papalini - Opera propria, CC BY-SA 3.0",https://commons.wikimedia.org/w/index.php?curid=3914364,Gruppo di figure anonime collettive,"44,0049389","8,1702254",
190,https://github.com/dersuchendee/Mappa_immagini/blob/main/190.png?raw=true,Isabella e Saul,"Secondo la leggenda la nobildonna Isabella e il brigante Saul si innamorano quando lui sta per saccheggiare il palazzo in cui lei risiede. La loro relazione è osteggiata dal padre di lei, così decidono di buttarsi abbracciati dalla rupe del paese. La statua si inserisce in un progetto più ampio dell’amministrazione che intende connotare Tretinara come paese degli innamorati nell’ottica di un rilancio turistico. Sono state infatti inserite citazioni di poeti lungo la strada panoramica e vicino alla statua è collocato un cartello stradale che recita “KISS... PLEASE”.",2019,Gino Quinto,,https://viverenapoli.com/isabella-e-saul-i-romeo-e-giulietta-del-cilento/,Personaggio letterario o leggendario,"40,4004168","15,1061363",
191,https://github.com/dersuchendee/Mappa_immagini/blob/main/191.jpg?raw=true,Maria Lucia Galleni ,"Intende omaggiare la nonna (1772-1842) di Giosuè Carducci, ricordata in molti versi dal nipote. È collocata nei pressi dell’abitazione, luogo in trascorse la propria infanzia il poeta, di cui il paese ha assunto il nome.",1994,Flavio Melani,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=6376,Personaggio realmente esistito,"43,2340112","10,6181779",
192,https://github.com/dersuchendee/Mappa_immagini/blob/main/192.jpg?raw=true,Pastora sarda,"Fa parte del Museo all’aperto Angelo Biancini di Castel Bolognese, paese natale dell’artista. È stata realizzata nel 1954, ma collocata dopo il 1995, anno in cui è il museo ha iniziato a costituirsi. È affine al monumento a Grazia Deledda di Cervia che si compone di una donna sarda e una romagnola.",post 1995,Angelo Biancini,di Valerio Bettini,https://www.miurf.it/castel-bolognese/museo-angelo-biancini/opere/,Figura anonima collettiva,"44,3205094","11,8004376",
193,https://github.com/dersuchendee/Mappa_immagini/blob/main/193.jpg?raw=true,Mondina romagnola,"Fa parte del Museo all’aperto Angelo Biancini di Castel Bolognese, paese natale dell’artista. È stata realizzata nel 1972, ma collocata dopo il 1995, anno in cui è il museo ha iniziato a costituirsi. È affine al monumento a Grazia Deledda di Cervia che si compone di una donna sarda e una romagnola.",post 1995,Angelo Biancini,di Valerio Bettini,https://www.miurf.it/castel-bolognese/museo-angelo-biancini/opere/,Figura anonima collettiva,"44,32056","11,80056",
194,https://github.com/dersuchendee/Mappa_immagini/blob/main/194.jpg?raw=true,Madre in attesa,"Fa parte del Museo all’aperto Angelo Biancini di Castel Bolognese, paese natale dell’artista. È stata realizzata nel 1972, ma collocata dopo il 1995, anno in cui è il museo ha iniziato a costituirsi.",post 1995,Angelo Biancini,di Valerio Bettini,https://www.miurf.it/castel-bolognese/museo-angelo-biancini/opere/,Figura anonima collettiva,"44,3182659","11,7964018",
195,https://github.com/dersuchendee/Mappa_immagini/blob/main/195.jpg?raw=true,La Madre,"Collocata davanti al Municipio, è stata realizzata probabilmente nel 1935. È molto simile alla “Madre del legionario” che fa parte del Museo all’Aperto Angelo Biancini https://www.miurf.it/castel-bolognese/museo-angelo-biancini/opere/",/,Angelo Biancini,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=14136&myword=madre,Figura anonima collettiva,"44,4464114","11,8279532",
196,https://github.com/dersuchendee/Mappa_immagini/blob/main/196.jpg?raw=true,Ragazza del surf,"Collocata su una terrazza panoramica entro una piscina, è stata donata dall’autore, allo scopo di valorizzare il paese. Nello stesso paese Fiume ha anche eseguito vari affreschi e un’altra scultura pubblica.",1978,Salvatore Fiume,di Lucia Zeccara,https://viaggiart.com/fiumefreddo-bruzio/punto-di-interesse/17850/largo-torretta.html,Altro,"39,2357943","16,0652349",
197,https://github.com/dersuchendee/Mappa_immagini/blob/main/197.jpg?raw=true,Bambina che salta la corda,"Commissionata dall'amministrazione a scultore lodigiano. Inizialmente era collocata in posizione centrale (Corso Umberto), poi spostata nella posizione attuale, dove è parzialmente nascosta dalla vegetazione.",fine anni ‘90,Felice Vannelli,,"https://www.google.com/maps/@45.3126261,9.4997439,3a,15y,320.51h,88.23t/data=!3m6!1e1!3m4!1sAjajAeZW3CTTnflvaa8a_A!2e0!7i16384!8i8192",Altro,"45,3124309","9,4996941",
198,,Santa Rosalia,"Patrona della città (1130-1170). La statua, commissionata dal cardinale Ernesto Ruffini, è collocata su un alto piedistallo È la quarta collocata in questa posizione poiché le precedenti sono state danneggiate da fulmini (la prima risale al 1663).",1963,Benedetto De Lisi junior,,https://media-cdn.tripadvisor.com/media/photo-w/17/10/fd/6c/il-monumento.jpg,Personaggio realmente esistito,"38,17546","13,36134",
199,,Santa Maria de Mattias,"Fondatrice della congregazione delle Suore Adoratrici del Sangue di Cristo (1805-1866), dedicò la vita all’insegnamento. È celebrata vicino all’istituto da lei fondato.",1992,/,,https://restaurantguru.it/Nuovo-Bar-Roma-Di-Perinelli-David-Acuto#gallery,Personaggio realmente esistito,"41,7917837","13,1760231",
200,,Santa Maria de Mattias,"Fondatrice della congregazione delle Suore Adoratrici del Sangue di Cristo (1805-1866), dedicò la vita all’insegnamento.",/,/,,https://www.sostaeripresa.it/sito/personaggi/884/,Personaggio realmente esistito,"42,4234927","12,1107141",
201,,La ragazza col pullover,"Realizzata nel 1953, ma collocata nella posizione attuale 6 anni dopo per volere del sindaco Giorgio La Pira, è un omaggio dell’artista al suo amore di gioventù. È stata oggetto di diversi atti vandalici, spesso a tema calcistico.",1959,Zino Boldini Nisticò,"di Alebufo - Opera propria, CC BY-SA 3.0",https://commons.wikimedia.org/w/index.php?curid=7894447,Altro,"43,78293","11,29167",
202,,La lettrice,Dono di Carlo Alberto Barbieri in ricordo dello zio che l’aveva nel proprio giardino. È collocata fuori dalla Biblioteca Comunale.,2021,Nicola Zamboni,Mi Riconosci,,Figura anonima collettiva,"44,63760","11,18815",
203,,Busto di Francesca Saverio Cabrini,"Santa, fondatrice della congregazione delle Missionarie del Sacro Cuore di Gesù e patrona degli emigranti (1850 -1917). Nel 1889 si trasferì negli Stati Uniti dove si distinse per l’impegno missionario. Il busto la ricorda all’esterno della casa in cui è nata. L’opera è riprodotta in alcune fotografie del 1946 https://www.lombardiabeniculturali.it/fotografie/schede/IMM-3g010-0025549/",ante 1946,/,"di Pivari.com - Opera propria, CC BY-SA 4.0",https://commons.wikimedia.org/w/index.php?curid=109275018,Personaggio realmente esistito,"45,23649","9,40614",
204,,Catarina Lanz,"Perpetua tirolese (1771-1854), in genere identificata come la leggendaria ragazza di Spinga che avrebbe fronteggiato con un forcone le truppe di Napoleone durante la spedizione del Tirolo nel 1797. È celebrata nel paese di nascita.",/,/,,https://www.sanvigilio.com/it/info/il-monumento-a-catarina-lanz_2359,Personaggio letterario o leggendario,"46,697977","11,931032",
205,,Catarina Lanz,"Perpetua tirolese (1771-1854), in genere identificata come la leggendaria ragazza di Spinga che avrebbe fronteggiato con un forcone le truppe di Napoleone durante la spedizione del Tirolo nel 1797. È celebrata nel paese in cui morì.",1912,Josef Parschalk,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=29185,Personaggio letterario o leggendario,"46,48148","11,95411",
206,,Mussolera,"Ricavata da un grande platano abbattuto. Ricorda le venditrici di mussole, grosse vongole tipiche del litorale triestino, la cui forma è evocata nella scultura.",2015,Edoardo Coral,,"https://www.google.it/maps/@45.6546451,13.7983578,3a,34.6y,17.04h,80.54t/data=!3m6!1e1!3m4!1sGz2zHrHFzZTue81IpyCCXQ!2e0!7i16384!8i8192",Figura anonima collettiva,"45,654724","13,798389",
207,,Monumento alle donne di Badolato,"Collocato in piazzetta Otto marzo, ricorda le battaglie sociali e civili delle donne del luogo.",2008,/,,https://digilander.libero.it/vittoria110/Storia/calendario/calendario.htm,Figura anonima collettiva,"38,56856","16,52571",
208,,Busti di Robert e Olave Baden-Powell,"Robert (1857-1941) è noto per essere il fondatore del movimento scout, la moglie Olave (1889-1977)), fu a capo di quello delle guide. L’opera, scolpita nel legno, è nel parco a loro intitolato.",/,/,,https://it.worldorgs.com/Catalogare/pistoia/parco/bosco-robert-e-olave-baden-powell,Personaggio realmente esistito,"43,9270706","10,9039368",
209,,Gli emigranti,"Benché il titolo sia al maschile l’opera raffigura madre e figlia. Sono sedute su una panchina esauste, in attesa di partire. Venne esposta per la prima volta a Milano nel 1890.",/,Domenico Ghidoni,,https://mapio.net/pic/p-82353200/,Figura anonima collettiva,"45,53284","10,22458",
210,,"
Monumento a Angioletta delle Rive","Popolana (1580-1651) processata per stregoneria dall'Inquisizione nel 1650, è ricordata nella città natale.",2009,,"di Museo Civico d'Arte di Pordenone, CC BY 4.0",https://commons.wikimedia.org/wiki/File:Monumento_AngiolettadelleRive.jpg,Personaggio realmente esistito,"45,95575","12,66234",
211,,Busto di Joséphine Teppex-Duc ,"Giornalista, scrittrice e attivista (1947-1855), è ricordata nella città natale.",/,/,"di Par Tenam2, CC BY-SA 4.0",https://commons.wikimedia.org/w/index.php?curid=93679408,Personaggio realmente esistito,"45,73538","7,31879",
212,,Monumento alla donna partigiana,Raffigura una donna che sostiene un uomo esanime.,/,Gianni Pezzei,,https://media-cdn.tripadvisor.com/media/photo-s/12/d2/b0/a7/pian-de-le-femene-scultura.jpg,Gruppo di figure anonime collettive,"46,01347","12,22731",
213,,Il bacio della memoria di un porto,"Alta tre metri, è stato realizzato con il contributo di operatori del settore marittimo. Inaugurato per i 150 anni della Capitaneria di Porto, vuole ricordare chi partì dal porto di Civitavecchia per gli eventi bellici.",2020,Ivana Puleo,,https://civitavecchia.portmobility.it/it/slideshow/la-statua-il-bacio-della-memoria-di-un-porto-la-fotogallery/4?ref=1,Gruppo di figure anonime collettive,"42,08968","11,78952",
214,,Latera,"Donata dal Gruppo Folkloristico Trevigiano al Comune, rappresenta il faticoso lavoro delle donne che la mattina presto trasportavano dalla campagna latte appena munto e vivande, prima di svolgere altre attività come precisa la targa.",2010,Carlo Balljana,,http://www.gruppofolcloristicotrevigiano.com/wp/la-latera/,Figura anonima collettiva,"45,66913","12,25412",
215,,Maestra e alunna,"Nota anche come statua dell'alunno, rappresenta però una maestra e un'allieva. È stata danneggiata da ignoti nel 2015 e riparata gratuitamente dall'autore.",anni ‘80,Carlo Balljana,,"https://www.google.com/maps/@45.7765835,12.0401893,3a,75y,316.69h,92.57t/data=!3m6!1e1!3m4!1sLs-k0x0tUQ9M4qVoPwEcZw!2e0!7i16384!8i8192?hl=it-IT",Figura anonima collettiva,"45,77663","12,04012",
216,,Donna di Langa,"Ricollocata nel 2014 dopo ripetuti atti vandalici che ne hanno reso necessario un restauro, è in un’area di sosta lungo la provinciale 265. Il sito del Comune precisa che ""ha lo scopo di valorizzare e onorare il duro lavoro delle donne sulle colline raccontate nei libri di Beppe Fenoglio"".",/,/,di marioparigi487,https://it.wikiloc.com/percorsi-escursionismo/sentiero-della-strada-romantica-di-langhe-e-roero-da-montemarino-37259846/photo-24128183,Figura anonima collettiva,"44,65294","8,11492",
217,,Donna Emigrante,"Rappresentata scalza e con solo un cappotto addosso, intende ricordare le massicce migrazioni che interessarono il territorio in Otto e Novecento. Donata da Benito Biotto al Comune, è collocata nella piazza dietro la scuola media del paese.",1990,Carlo Balljana,Mi Riconosci,,Figura anonima collettiva,"45,86761","12,10377",
218,,Giovanna d'Arco,"Donata dall'autore al Comune di Roma nel 1935, venne inaugurata nel 1954. L'autore ne realizzò diverse versioni, tutte vedono l'eroica ragazza francese (1412-1431) avvolta dalle fiamme del rogo in cui morì.",1954,Maxime Real del Sarte,Mi Riconosci,,Personaggio realmente esistito,"41,88395","12,47880",
219,,Fontana della musica,"Collocata in una grande piazza, intende omaggiare la tradizione musicale del paese. Comprende quattro figure femminili che suonano diversi strumenti musicali, indossano vesti leggere e sono a piedi nudi. Nel 2019 l'amministrazione comunale ha anche lanciato un contest per votare la più bella.",2019,/,,"https://www.google.com/maps/@40.3483418,15.8996889,3a,15y,266.82h,88.61t/data=!3m6!1e1!3m4!1sUbnPk0wamGVwdJuUm62D9g!2e0!7i16384!8i8192?hl=it-IT",Altro,"40,34859","15,89949",
220,,Santa Clelia Barbieri,Santa patrona dei catechisti e fondatrice della Congregazione delle Minime della Vergine Addolorata (1847-1870). La statua è collocata di fronte al santuario a lei dedicato nel suo paese natale.,/,/,,"https://www.google.com/maps/@44.5901421,11.1838168,3a,30y,268.17h,88.04t/data=!3m6!1e1!3m4!1sTIJFxRtykeS5c7pnel4CqA!2e0!7i13312!8i6656?hl=it",Personaggio realmente esistito,"44,59010","11,18363",
221,,Monumento al facchino di santa Rosa,"Voluto dal Sodalizio dei facchini che ogni anno porta la Macchina di Santa Rosa in processione per la città, operazione rappresentata nel monumento. Rosa da Viterbo, patrona della città (1233-1251), è raffigurata in cima a una struttura sorretta da 4 uomini, un quinto la guarda.",2000,Alessio Paternesi,,https://it.worldorgs.com/Catalogare/viterbo/scultura/monumento-al-facchino-di-santa-rosa,Personaggio realmente esistito,"42,41904","12,10575",
222,,Colonna di Sant’Agata,"Collocata in cima a una colonna romana rappresenta sant’Agata, patrona della città (229/235-251), mentre calpesta un’idra, simbolo della peste. Venne posta per ringraziare la santa di aver protetto la città dalla peste del 1743, nonostante il vicino fuoco a Messina.",1774,Michele Orlando,,"https://www.google.it/maps/@37.5036435,15.0954451,3a,30y,84.77h,94.36t/data=!3m6!1e1!3m4!1soaCum-R4JPoVaNJja4YxsA!2e0!7i16384!8i8192",Personaggio realmente esistito,"37,50373","15,09606",
223,,Monumento a Santa Veronica Giuliani,"Santa e mistica (1660-1727), è ricordata nel paese natale nel parchetto davanti al Monastero delle Cappuccine.",/,/,"di Adri08, CC BY-SA 3.0",https://commons.wikimedia.org/wiki/File:Veronica_Giuliani_Mercatello_sul_Metauro.jpg,Personaggio realmente esistito,"43,64678","12,33595",
224,,Monumento a Santa Margherita da Città di Castello,"Religiosa (1287-1320), proclamata santa nel 2021, viene celebrata nel paese natale da questo monumentoi nel centenario della nascita.",1987,/,di Elio Rossi,http://eliorossicittaeborghi.altervista.org/gallery/mercatello-sul-metauro/mercatello-sul-metauro-monumenti/monumento-a-beata-margherit.jpg.html,Personaggio realmente esistito,"43,64729","12,33826",
225,,Busto di Santa Maria Domenica Mazzarello,"Suora (1837-1881), fondatrice delle Figlie di Maria Ausiliatrice, è celebrata nel paese in cui è morta.",2017,/,,https://it.worldorgs.com/Catalogare/nizza-monferrato/punto-di-riferimento-storico/monumento-a-santa-maria-domenica-mazzarello,Personaggio realmente esistito,"44,77695","8,35942",
226,,Busto di Mafalda di Savoia,"Principessa d'Italia (1902-1944). L'iscrizione sul monumento ""il Comune di Alessandria ricordando tutte le donne angeli di pace in tempi di barbarie pose"" allude alla prigionia e alla morte nel lager di Buchenwald.",2001,/,,http://alessandrialisondria.altervista.org/il-busto-bronzo-della-principessa-mafalda-di-savoia-situato-pista/,Personaggio realmente esistito,"44,90518","8,61401",
227,,Monumento a Mafalda di Savoia,"Donato dalla ""Delegazione di Como Istituto Nazionale della Guardia d'onore alle reali tombe del Pantheon"", celebra la principessa d’Italia (1902-1944). Un’iscrizione precisa ""A Mafalda di Savoia-Assia e a tutte le donne scomparse nei lager"".",2002,Massimo Clerici,,https://mapio.net/pic/p-120296072/,Personaggio realmente esistito,"45,813189","9,077068",
228,,Busto di Mafalda di Savoia,"Collocato nel piazzale a lei dedicato, a fianco del Castello di Rivoli, ricorda la principessa d'Italia deportata e deceduta nel lager di Buchenwald (1902-1944).",2013,Studio Scaramella,di Dire Fare Mole,https://direfaremole.com/2020/09/24/castello-di-rivoli-storia-della-casa-millenaria-dellarte-contemporanea/,Personaggio realmente esistito,"45,07028","7,51021",
229,,Monumento a Santa Caterina da Siena,"Patrona d’Italia (1347-1380) e di Varazze, dove si fermò di ritorno dalla missione di Avignone per convincere il papa a tornare a Roma. Qui fece cessare l'epidemia di peste grazie alle sue preghiere. La statua è collocata nel porto, rivolta verso il mare. Nel 2008 il precedente piedistallo, alto 6 metri, è stato sostituito con l’attuale, destando polemiche.",1966,Ettore Mariani,,https://www.ponentevarazzino.com/2008/05/10/varazze-una-migliore-sistemazione-per-la-statua-di-santa-caterina/,Personaggio realmente esistito,"44,35217","8,56966",
230,,Santa Barbara,"Santa protettrice di chi affronta il pericolo, il fuoco e gli esplosivi e quindi di vigili del fuoco, marina militare, artificieri, artiglieri, minatori. È collocata in Piazza degli Artiglieri e l’iscrizione precisa che è dedicata agli artiglieri d’Italia caduti per la patria.",1961,/,,https://it.worldorgs.com/Catalogare/montebelluna/opera-esposta/monumento-a-santa-barbara,Personaggio realmente esistito,45.77499,"12,04138",
231,,Santa Barbara,"Santa protettrice di chi affronta il pericolo, il fuoco e gli esplosivi e quindi di vigili del fuoco, marina militare, artificieri, artiglieri, minatori, architetti… voluto dall’associazione Artiglieri d’Italia di Scorzè.",2011,Vasco Milani,"di Ffeeddee, CC BY-SA 3.0",https://commons.wikimedia.org/wiki/File:Santa_Barbara_Peseggia.JPG,Personaggio realmente esistito,"45,56246","12,18696",
232,,Monumento alla donna partigiana,"Intende ricordare tutte le donne partigiane di tutta la regione, non solo quelle di Reggio Emilia e circondario. È articolato in nove pannelli di cemento, su ciascuno è inserito un bassorilievo in rame. In ognuno è rappresentata una scena di resistenza che vede una figura femminile protagonista. L’iscrizione iniziale recita “Assieme all’uomo lottò per liberare il Paese ed edificare assieme a lui, con parità di doveri e di diritti e di responsabilità, una società più giusta per tutti”.
https://issuu.com/anpireggioemilia/docs/monumento_alle_donne_partigiane",1975,Giorgio Benevelli,,http://www.comune.castelnovo-nemonti.re.it/2019/03/28/proposta-per-intitolare-a-giorgio-benevelli-il-parco-pubblico-di-bagnolo/,Figura anonima collettiva,"44,43539","10,4065",
